0.711084 0.831797 0.970401 1.061337 1.163221 1.242724 1.318579 1.395848 1.436316 1.462469 1.491792 1.467880 1.455083 1.451170 1.435699 1.415565 1.409024 1.410791 1.426254 1.447855 1.467000 1.499046 1.539935 1.568873 1.600578 1.622019 1.632831 1.632251 1.606496 1.574629 1.527273 1.466438 1.400520 1.332090 1.259152 1.181074 1.102669 1.027534 0.949231 0.872297 0.799377 0.727462 0.660721 0.599576 0.543653 0.489932 0.441546 0.398351 0.359888 0.326451 0.295755 0.269172 0.246461 0.227791 0.211429 0.197700 0.185755 0.175922 0.167410 0.160211 0.154568 0.149386 0.145110 0.141317 0.138491 0.136060 0.133985 0.131875 0.130151 0.128342 0.127087 0.126146 0.124817 0.123809 0.122990 0.122038 0.120975 0.120043 0.119033 0.118238 0.117475 0.116869 0.115650 0.114908 0.114110 0.113108 0.112478 0.111567 0.110489 0.109515 0.107983 0.107043 0.106092 0.104562 0.103488 0.102193 0.100565 0.099524 0.098259 0.096750 0.095564 0.094164 0.092778 0.090947 0.089891 0.088417 0.086865 0.085585 0.084352 0.082760 0.081508 0.080236 0.079168 0.077946 0.077016 0.075811 0.074833 0.073670 0.072680 0.071597 0.070778 0.069725 0.068940 0.068007 0.067192 0.066370 0.065344 0.064642 0.063862 0.063120 0.062720 0.061677 0.060903 0.059778 0.059219 0.058299 0.057660 0.056883 0.056171 0.055487 0.054949 0.053915 0.053200 0.052740 0.051996 0.051400 0.050796 0.049954 0.049206 0.048616 0.047762 0.047216 0.046175 0.046189 0.045116 0.044771 0.043814 0.043324 0.043207 0.042646 0.041848 0.041271 0.040543 0.040080 0.039691 0.038937 0.038596 0.038193 0.037641 0.037115 0.036805 0.035987 0.035735 0.035322 0.035141 0.034702 0.034297 0.033605 0.033498 0.032922 0.032081 0.031909 0.031445 0.031163 0.031522 0.031864 0.031937 0.032387 0.034208 0.034807 0.035147 0.036806 0.039112 
0.780743 0.920620 1.047365 1.140851 1.247009 1.333568 1.411695 1.491819 1.549256 1.571412 1.599674 1.567289 1.560964 1.555660 1.528405 1.519681 1.515103 1.532773 1.537820 1.565294 1.582342 1.626913 1.680806 1.712817 1.753723 1.774168 1.809362 1.826128 1.818750 1.810045 1.805773 1.762718 1.742935 1.702362 1.667819 1.623998 1.583244 1.524974 1.461114 1.381175 1.291480 1.196404 1.098938 1.001538 0.906647 0.813767 0.727941 0.650777 0.581456 0.518440 0.463741 0.414726 0.372306 0.337751 0.308286 0.282744 0.261090 0.242871 0.227729 0.214683 0.204587 0.196066 0.188612 0.182933 0.177803 0.173670 0.170448 0.167340 0.164696 0.162889 0.161003 0.159289 0.157821 0.156665 0.155518 0.154549 0.153425 0.152308 0.151473 0.150754 0.149842 0.148796 0.148078 0.146860 0.146211 0.145352 0.144267 0.143403 0.141952 0.140519 0.139274 0.138349 0.136870 0.135367 0.134216 0.132777 0.131026 0.129726 0.128050 0.126628 0.124965 0.123223 0.121564 0.119965 0.118126 0.116678 0.114592 0.113183 0.111436 0.109984 0.108256 0.106851 0.105253 0.103900 0.102491 0.101203 0.099931 0.098692 0.097592 0.096313 0.095125 0.094237 0.093111 0.091811 0.090541 0.089748 0.088721 0.087662 0.086715 0.085658 0.084810 0.083869 0.083016 0.082009 0.081072 0.080232 0.079617 0.078666 0.077744 0.076931 0.076051 0.074873 0.074468 0.073603 0.072494 0.071648 0.070899 0.070053 0.069890 0.068562 0.068067 0.067277 0.066445 0.065756 0.065554 0.064456 0.063866 0.063091 0.062719 0.062158 0.061562 0.060796 0.060235 0.059487 0.059292 0.058494 0.058001 0.057152 0.056650 0.056295 0.055714 0.055399 0.054565 0.054148 0.053778 0.053054 0.052692 0.051883 0.051436 0.050703 0.049969 0.049845 0.049428 0.048722 0.048397 0.048995 0.048852 0.049335 0.050587 0.051043 0.051313 0.052798 0.054576 
0.524135 0.600998 0.674496 0.739809 0.807179 0.867192 0.914715 0.979485 1.013086 1.039781 1.049797 1.037780 1.026856 1.008781 1.001963 0.993503 0.994700 0.987173 0.998096 1.011712 1.012094 1.041579 1.051993 1.064192 1.074580 1.075570 1.066290 1.053272 1.021739 0.994399 0.957115 0.916774 0.872817 0.833636 0.789631 0.745289 0.700148 0.657797 0.618067 0.578427 0.538833 0.501335 0.465154 0.430534 0.398140 0.367168 0.337526 0.310612 0.286133 0.264149 0.244098 0.225742 0.209920 0.196407 0.184910 0.174426 0.165957 0.158160 0.151412 0.145184 0.140799 0.136804 0.133276 0.129827 0.126927 0.124651 0.122625 0.120737 0.119101 0.117521 0.116299 0.115021 0.114337 0.113501 0.112578 0.111530 0.110735 0.110025 0.108931 0.108230 0.107407 0.106929 0.105889 0.105048 0.104225 0.103345 0.102394 0.101582 0.100981 0.099625 0.098553 0.097431 0.096404 0.095303 0.094036 0.092758 0.091511 0.090103 0.089297 0.088012 0.086516 0.085020 0.083766 0.081916 0.081145 0.079620 0.078638 0.077228 0.076388 0.075358 0.073761 0.072920 0.071811 0.070578 0.069640 0.068658 0.067933 0.066898 0.065989 0.065289 0.064511 0.064000 0.063128 0.062265 0.061465 0.060450 0.059856 0.059167 0.058449 0.058164 0.057421 0.056789 0.056245 0.055335 0.054754 0.054309 0.053392 0.052908 0.052034 0.051544 0.050906 0.050401 0.049760 0.049161 0.048342 0.048007 0.047304 0.046793 0.046007 0.045197 0.044479 0.043865 0.043689 0.042761 0.042441 0.042141 0.041600 0.041004 0.040636 0.040298 0.040150 0.039391 0.038725 0.038479 0.038165 0.037491 0.037095 0.036578 0.036343 0.035804 0.035306 0.034818 0.034382 0.033742 0.033614 0.033349 0.033367 0.032947 0.032487 0.032136 0.031679 0.031623 0.031434 0.030605 0.030942 0.030794 0.030733 0.031647 0.033120 0.033960 0.033883 0.035706 0.037592 
0.526725 0.610851 0.703555 0.781611 0.863778 0.932204 0.973674 0.993411 0.979587 0.941709 0.885842 0.811825 0.748865 0.691540 0.644318 0.600216 0.562833 0.535057 0.507613 0.485655 0.462715 0.447809 0.433029 0.420102 0.407757 0.396153 0.384910 0.375737 0.366839 0.357515 0.349257 0.340818 0.332508 0.324914 0.317908 0.310237 0.302736 0.295026 0.288476 0.281067 0.273807 0.266541 0.259407 0.252023 0.244227 0.236773 0.229348 0.221982 0.214396 0.207763 0.201299 0.195203 0.189885 0.185349 0.181147 0.177504 0.174190 0.171235 0.167934 0.165725 0.163516 0.161509 0.159901 0.157985 0.156680 0.155276 0.154205 0.152728 0.152146 0.151167 0.150258 0.149388 0.148249 0.147381 0.146413 0.145617 0.144925 0.143938 0.142837 0.142014 0.140977 0.139936 0.139232 0.138215 0.136806 0.135918 0.134698 0.133406 0.131878 0.131070 0.130007 0.128342 0.126747 0.125771 0.123797 0.122459 0.120698 0.119390 0.117802 0.116237 0.114547 0.112898 0.111066 0.109634 0.107865 0.106263 0.104543 0.102686 0.101071 0.099196 0.097794 0.096202 0.094508 0.093050 0.091616 0.090473 0.089100 0.087765 0.086467 0.085345 0.084215 0.083309 0.081882 0.080778 0.079849 0.079089 0.078118 0.077066 0.076069 0.075209 0.074265 0.072838 0.071828 0.071127 0.070506 0.069513 0.068284 0.067338 0.066702 0.065538 0.064851 0.064201 0.063551 0.062344 0.061410 0.060941 0.060009 0.059539 0.058339 0.057695 0.056990 0.056177 0.055176 0.054159 0.053637 0.052709 0.051786 0.051336 0.050412 0.049782 0.048983 0.048250 0.047576 0.046863 0.046187 0.045652 0.044957 0.044330 0.043529 0.043301 0.043028 0.042050 0.041719 0.041149 0.040541 0.040412 0.039771 0.038910 0.038305 0.037981 0.037689 0.037881 0.037638 0.037248 0.037086 0.037119 0.036782 0.038016 0.039107 0.039962 0.040261 0.042176 0.044472 
0.693808 0.813067 0.911915 1.014416 1.092047 1.189528 1.274572 1.342295 1.386486 1.428936 1.454861 1.439605 1.432509 1.401786 1.395649 1.378304 1.373911 1.370640 1.381736 1.411049 1.423666 1.468977 1.504700 1.539147 1.563711 1.582731 1.610918 1.605551 1.592054 1.562376 1.520181 1.460375 1.404533 1.329850 1.261057 1.188401 1.108831 1.037586 0.957655 0.882418 0.805082 0.734683 0.668131 0.606511 0.549177 0.495617 0.446606 0.404059 0.365479 0.331368 0.301795 0.275416 0.252955 0.234333 0.218144 0.204520 0.192879 0.183303 0.174972 0.168413 0.162430 0.157146 0.152760 0.149164 0.146484 0.144141 0.141898 0.140141 0.138084 0.136572 0.134925 0.133838 0.133193 0.131841 0.130716 0.129985 0.129018 0.127833 0.126881 0.126273 0.125518 0.124811 0.123694 0.122706 0.122348 0.121099 0.120239 0.118645 0.117802 0.116384 0.115532 0.114525 0.113257 0.111721 0.110180 0.108648 0.107669 0.106010 0.104943 0.103187 0.101531 0.100165 0.098684 0.097077 0.095655 0.094134 0.092581 0.091116 0.089584 0.088313 0.086979 0.085542 0.084354 0.083130 0.081999 0.080605 0.079728 0.078538 0.077606 0.076463 0.075377 0.074468 0.073651 0.072925 0.071597 0.070697 0.070199 0.068767 0.068128 0.067827 0.066544 0.065998 0.065138 0.063959 0.063009 0.062342 0.061248 0.060298 0.059775 0.058909 0.057745 0.057186 0.056780 0.056103 0.055340 0.054434 0.053742 0.053357 0.052236 0.051451 0.050866 0.050234 0.049324 0.048688 0.047990 0.047262 0.046691 0.045869 0.045218 0.044976 0.044164 0.043534 0.042866 0.042232 0.041897 0.041264 0.040420 0.039995 0.039379 0.039132 0.038550 0.038367 0.037897 0.037353 0.036885 0.035998 0.035891 0.035669 0.035049 0.034212 0.033718 0.033193 0.032983 0.033379 0.033489 0.033463 0.033177 0.034076 0.034973 0.036284 0.036163 0.038601 0.040087 
0.797748 0.889448 1.044582 1.143764 1.222912 1.321421 1.408241 1.479375 1.519946 1.569470 1.563384 1.566856 1.541759 1.532195 1.512563 1.505941 1.504988 1.510162 1.524182 1.540227 1.576569 1.626111 1.651075 1.690017 1.722929 1.765978 1.799155 1.796424 1.803810 1.804085 1.768457 1.750547 1.725799 1.699624 1.665089 1.627505 1.577640 1.533059 1.472034 1.393948 1.308309 1.212584 1.113609 1.010719 0.914277 0.819071 0.730542 0.650866 0.579366 0.514864 0.459058 0.409400 0.366860 0.331666 0.301580 0.275806 0.253878 0.235491 0.219752 0.207651 0.197449 0.188960 0.181725 0.175895 0.170867 0.166917 0.163445 0.160485 0.158056 0.156017 0.154280 0.152880 0.151374 0.150120 0.148981 0.147724 0.146523 0.145367 0.144143 0.143359 0.142434 0.141769 0.140797 0.139785 0.138353 0.137751 0.136844 0.135535 0.134491 0.132969 0.131691 0.130516 0.128815 0.127445 0.125935 0.124746 0.123044 0.121790 0.120012 0.118183 0.116925 0.114972 0.113123 0.111794 0.109874 0.108304 0.106675 0.104962 0.103198 0.101779 0.100165 0.098523 0.097311 0.095846 0.094471 0.093234 0.092041 0.090642 0.089113 0.088085 0.087021 0.085811 0.084493 0.083594 0.082348 0.081366 0.080319 0.079428 0.078180 0.077320 0.076303 0.075317 0.074561 0.073232 0.072463 0.071469 0.070610 0.069913 0.068612 0.068068 0.067076 0.066264 0.064926 0.064330 0.063588 0.062938 0.061970 0.061146 0.060151 0.059545 0.058739 0.057952 0.057133 0.056786 0.055963 0.055052 0.054200 0.053957 0.053410 0.052547 0.052177 0.051253 0.050382 0.050212 0.049649 0.048881 0.048303 0.047917 0.047276 0.046402 0.046049 0.045217 0.044977 0.044454 0.043625 0.043667 0.043019 0.042381 0.041905 0.041385 0.040564 0.039865 0.039537 0.039191 0.038965 0.039212 0.039096 0.039685 0.040941 0.041652 0.041716 0.043692 0.045716 
0.741925 0.879607 1.004670 1.112158 1.197793 1.275395 1.331702 1.368909 1.351222 1.319795 1.263973 1.208455 1.157061 1.111852 1.070568 1.038558 1.016913 1.000386 0.989098 0.981169 0.970291 0.970967 0.963745 0.956689 0.947502 0.933655 0.918213 0.899339 0.875067 0.849576 0.820646 0.789299 0.757974 0.724267 0.691191 0.656749 0.622963 0.590378 0.559030 0.525926 0.493357 0.461980 0.432652 0.405111 0.377499 0.351295 0.325710 0.303163 0.282104 0.262662 0.245063 0.228844 0.214703 0.202784 0.191937 0.182796 0.174707 0.167631 0.161703 0.156756 0.152520 0.148700 0.145305 0.142997 0.140518 0.138898 0.136882 0.135393 0.133876 0.132983 0.131953 0.131041 0.130172 0.129353 0.128485 0.127777 0.127055 0.126240 0.125466 0.124716 0.124020 0.123111 0.122486 0.121647 0.120904 0.119975 0.118769 0.117515 0.116965 0.115953 0.114586 0.113520 0.112314 0.110633 0.109553 0.108035 0.106744 0.105597 0.104048 0.102558 0.100714 0.099223 0.097700 0.096377 0.094912 0.093459 0.091973 0.090405 0.088943 0.087789 0.086468 0.084979 0.083584 0.082413 0.081237 0.080127 0.078968 0.078142 0.077259 0.076354 0.075178 0.074604 0.073677 0.072653 0.071595 0.070822 0.070005 0.069417 0.068583 0.067812 0.066780 0.066006 0.065433 0.064697 0.063871 0.063359 0.062410 0.061836 0.061250 0.060360 0.059645 0.058963 0.058259 0.057549 0.056599 0.056079 0.055469 0.054782 0.054060 0.053237 0.052690 0.052214 0.051451 0.050788 0.050337 0.049704 0.048859 0.048116 0.047600 0.046976 0.046472 0.045773 0.045282 0.044623 0.044067 0.043627 0.042954 0.042545 0.042162 0.041787 0.041516 0.040881 0.040395 0.039816 0.039382 0.039035 0.038727 0.038274 0.037744 0.037629 0.037147 0.036907 0.036496 0.035932 0.035923 0.035455 0.035256 0.036192 0.037607 0.038206 0.038663 0.040111 0.042645 
0.821024 0.965955 1.103503 1.231073 1.332453 1.414439 1.497912 1.575826 1.616455 1.649760 1.656563 1.637040 1.632122 1.603740 1.584744 1.562676 1.560473 1.569214 1.569732 1.591262 1.616264 1.643289 1.677031 1.724472 1.741787 1.767056 1.778317 1.775418 1.758190 1.710682 1.663588 1.603642 1.537712 1.460009 1.380914 1.300571 1.218198 1.134504 1.052584 0.969368 0.887467 0.810610 0.738014 0.670627 0.606788 0.546877 0.492116 0.443786 0.400364 0.361443 0.327325 0.296439 0.270011 0.247703 0.228742 0.212765 0.198830 0.186826 0.177199 0.168722 0.161895 0.156216 0.151387 0.147336 0.144046 0.141440 0.139013 0.137047 0.135246 0.133696 0.132571 0.131380 0.130377 0.129371 0.128529 0.127894 0.126997 0.125977 0.125362 0.124575 0.123888 0.123191 0.122433 0.121756 0.120759 0.119889 0.118887 0.117918 0.116867 0.115721 0.114876 0.113763 0.112746 0.111363 0.109867 0.108651 0.106933 0.105675 0.104159 0.102740 0.101044 0.099591 0.098123 0.096568 0.095412 0.093833 0.092363 0.091160 0.089521 0.088184 0.086816 0.085334 0.084376 0.083213 0.082001 0.080854 0.079639 0.078572 0.077701 0.076814 0.075751 0.075058 0.074006 0.073053 0.072129 0.071107 0.070395 0.069435 0.068826 0.067940 0.067275 0.066348 0.065623 0.064717 0.063970 0.063276 0.062314 0.061662 0.060784 0.060142 0.059473 0.058682 0.057812 0.057295 0.056877 0.056056 0.055168 0.054588 0.053954 0.053457 0.052521 0.051903 0.051489 0.050697 0.049910 0.049432 0.048788 0.048075 0.047463 0.046872 0.046304 0.045652 0.045290 0.044602 0.044211 0.043761 0.043123 0.042732 0.042312 0.041872 0.041487 0.041036 0.040443 0.039979 0.039254 0.039079 0.038585 0.038117 0.037729 0.037455 0.037125 0.036376 0.036399 0.035489 0.035668 0.035783 0.035614 0.035822 0.037346 0.037971 0.037919 0.040074 0.042726 
0.886066 1.056535 1.179606 1.303845 1.399648 1.504894 1.557726 1.660878 1.689046 1.746010 1.749789 1.736934 1.723439 1.696555 1.672307 1.654460 1.661845 1.662417 1.679311 1.695842 1.716589 1.769029 1.811695 1.854738 1.898935 1.917483 1.942624 1.944157 1.953843 1.936687 1.910315 1.888388 1.844480 1.809321 1.760511 1.702926 1.634250 1.575649 1.499762 1.412518 1.319561 1.223554 1.122480 1.027420 0.931616 0.838949 0.752978 0.674452 0.604680 0.541083 0.483803 0.432675 0.387764 0.350580 0.318903 0.291348 0.267927 0.247643 0.230743 0.216809 0.206124 0.196749 0.188925 0.182535 0.177488 0.173050 0.169998 0.166967 0.164448 0.162399 0.160930 0.159561 0.158323 0.157331 0.156398 0.155491 0.154518 0.153952 0.152981 0.152099 0.151260 0.150770 0.149764 0.148978 0.148013 0.147188 0.146335 0.145293 0.144209 0.142855 0.142331 0.140620 0.139540 0.137880 0.136785 0.135270 0.133879 0.132157 0.130663 0.128776 0.127030 0.125384 0.124062 0.122061 0.120511 0.118897 0.117389 0.115759 0.114031 0.112511 0.111060 0.109426 0.108285 0.106819 0.105592 0.104355 0.103147 0.102067 0.100742 0.099655 0.098651 0.097584 0.096573 0.095536 0.094281 0.093505 0.092510 0.091368 0.090539 0.089710 0.088767 0.087879 0.086904 0.086379 0.085345 0.084335 0.083555 0.082838 0.081967 0.081460 0.080368 0.079519 0.079036 0.078133 0.077211 0.076778 0.076021 0.075232 0.074713 0.074124 0.073482 0.072726 0.072141 0.071381 0.070818 0.070518 0.069731 0.069154 0.068434 0.067925 0.067649 0.066888 0.066500 0.065710 0.065115 0.064566 0.064260 0.063558 0.063059 0.062400 0.061890 0.061301 0.060849 0.060525 0.059828 0.059084 0.058620 0.058072 0.057564 0.057243 0.056135 0.056026 0.055342 0.054758 0.054314 0.054550 0.053932 0.054227 0.055004 0.055752 0.055823 0.057085 0.059987 
1.279928 1.399684 1.513399 1.613006 1.711722 1.763639 1.811437 1.826270 1.845423 1.821991 1.803427 1.781866 1.756292 1.735315 1.735839 1.732965 1.744650 1.768955 1.793102 1.819242 1.858826 1.880600 1.904595 1.927043 1.941318 1.921917 1.887377 1.846085 1.778138 1.704655 1.621498 1.525347 1.429525 1.336345 1.233975 1.135166 1.038999 0.946441 0.857940 0.775526 0.699234 0.629609 0.565378 0.507127 0.455215 0.409084 0.368782 0.333508 0.302264 0.275108 0.252247 0.232983 0.216472 0.202492 0.190642 0.180334 0.171937 0.164921 0.158863 0.154097 0.150090 0.146662 0.143653 0.140996 0.138953 0.137204 0.135613 0.134267 0.133082 0.131862 0.130728 0.129839 0.128966 0.128043 0.127177 0.126210 0.125355 0.124576 0.123644 0.122774 0.122038 0.120937 0.120073 0.118901 0.117952 0.116869 0.115955 0.114638 0.113503 0.112384 0.110922 0.109724 0.108557 0.107045 0.105676 0.104473 0.103096 0.101741 0.100367 0.098845 0.097165 0.095713 0.094399 0.093107 0.091542 0.090270 0.088956 0.087646 0.086337 0.085149 0.083983 0.082907 0.081787 0.080672 0.079551 0.078625 0.077450 0.076600 0.075599 0.074601 0.073474 0.072571 0.071554 0.070647 0.069879 0.068914 0.068104 0.067538 0.066605 0.065724 0.064874 0.064188 0.063275 0.062118 0.061470 0.060507 0.060127 0.059103 0.058396 0.057544 0.056827 0.056262 0.055430 0.054901 0.054010 0.053704 0.052819 0.052236 0.051481 0.050804 0.050408 0.049541 0.048898 0.048160 0.047684 0.047087 0.046569 0.045868 0.045478 0.044760 0.044024 0.043526 0.043313 0.042739 0.042208 0.041576 0.041067 0.040463 0.040108 0.039825 0.039434 0.039106 0.038365 0.037855 0.037439 0.036860 0.036765 0.036452 0.035992 0.035525 0.035210 0.034954 0.034532 0.034749 0.034773 0.035555 0.036989 0.037088 0.037450 0.039930 0.041949 0.041756 0.042973 
